negara,provinsi,tanggal,terkonfirmasi,meninggal,sembuh,aktif
Russia,Buryatia Republic,2021-02-17,32498,695,30124,1679
Russia,Chechen Republic,2021-02-17,11167,110,10477,580
Russia,Chelyabinsk Oblast,2021-02-17,48371,930,41842,5599
Russia,Chukotka Autonomous Okrug,2021-02-17,672,4,617,51
Russia,Chuvashia Republic,2021-02-17,20787,972,19006,809
Russia,Dagestan Republic,2021-02-17,29229,1306,26786,1137
Russia,Ingushetia Republic,2021-02-17,14517,169,12653,1695
Russia,Irkutsk Oblast,2021-02-17,53018,1699,49019,2300
Russia,Ivanovo Oblast,2021-02-17,29393,868,26893,1632
Russia,Jewish Autonomous Okrug,2021-02-17,4281,115,4079,87
Russia,Kabardino-Balkarian Republic,2021-02-17,20178,355,18851,972
Russia,Kaliningrad Oblast,2021-02-17,26903,232,24215,2456
Russia,Kalmykia Republic,2021-02-17,18509,283,17445,781
Russia,Kaluga Oblast,2021-02-17,28473,240,26156,2077
Russia,Kamchatka Krai,2021-02-17,13106,118,11603,1385
Russia,Karachay-Cherkess Republic,2021-02-17,18568,60,16876,1632
Russia,Karelia Republic,2021-02-17,39217,276,34795,4146
Russia,Kemerovo Oblast,2021-02-17,30893,549,29844,500
Russia,Khabarovsk Krai,2021-02-17,47876,273,44379,3224
Russia,Khakassia Republic,2021-02-17,21060,430,19684,946
Russia,Khanty-Mansi Autonomous Okrug,2021-02-17,50091,715,47669,1707
Russia,Kirov Oblast,2021-02-17,35041,283,29833,4925
Russia,Komi Republic,2021-02-17,38541,735,37230,576
Russia,Kostroma Oblast,2021-02-17,17928,334,14883,2711
Russia,Krasnodar Krai,2021-02-17,36680,1759,29932,4989
Russia,Krasnoyarsk Krai,2021-02-17,60689,2658,55955,2076
Russia,Kurgan Oblast,2021-02-17,16787,266,14850,1671
Russia,Kursk Oblast,2021-02-17,29129,422,25815,2892
Russia,Leningrad Oblast,2021-02-17,34159,534,30776,2849
Russia,Lipetsk Oblast,2021-02-17,23355,408,19556,3391
Russia,Magadan Oblast,2021-02-17,8072,94,7718,260
Russia,Mari El Republic,2021-02-17,11385,162,10072,1151
Russia,Mordovia Republic,2021-02-17,17207,151,15045,2011
Russia,Moscow,2021-02-17,960687,14523,876141,70023
Russia,Moscow Oblast,2021-02-17,206945,4327,168765,33853
Russia,Murmansk Oblast,2021-02-17,45650,899,43360,1391
Russia,Nenets Autonomous Okrug,2021-02-17,989,3,860,126
Russia,Nizhny Novgorod Oblast,2021-02-17,92137,2324,84120,5693
Russia,North Ossetia - Alania Republic,2021-02-17,15322,147,13837,1338
Russia,Novgorod Oblast,2021-02-17,26185,113,22614,3458
Russia,Novosibirsk Oblast,2021-02-17,34437,1352,32061,1024
Russia,Omsk Oblast,2021-02-17,39799,1166,36365,2268
Russia,Orel Oblast,2021-02-17,29213,412,26150,2651
Russia,Orenburg Oblast,2021-02-17,36509,554,32984,2971
Russia,Penza Oblast,2021-02-17,36276,418,30029,5829
Russia,Perm Krai,2021-02-17,44390,1621,36552,6217
Russia,Primorsky Krai,2021-02-17,39248,602,32221,6425
Russia,Pskov Oblast,2021-02-17,30923,159,20039,10725
Russia,Rostov Oblast,2021-02-17,69683,2973,59845,6865
Russia,Ryazan Oblast,2021-02-17,23605,269,21642,1694
Russia,Saint Petersburg,2021-02-17,356381,10597,275016,70768
Russia,Sakha (Yakutiya) Republic,2021-02-17,32017,511,29974,1532
Russia,Sakhalin Oblast,2021-02-17,20959,32,19612,1315
Russia,Samara Oblast,2021-02-17,45398,896,41665,2837
Russia,Saratov Oblast,2021-02-17,47197,612,42145,4440
Russia,Smolensk Oblast,2021-02-17,25150,543,22516,2091
Russia,Stavropol Krai,2021-02-17,46038,1017,41578,3443
Russia,Sverdlovsk Oblast,2021-02-17,75487,2257,68335,4895
Russia,Tambov Oblast,2021-02-17,24904,316,22799,1789
Russia,Tatarstan Republic,2021-02-17,17367,303,13874,3190
Russia,Tomsk Oblast,2021-02-17,29619,294,27475,1850
Russia,Tula Oblast,2021-02-17,31603,1161,29198,1244
Russia,Tver Oblast,2021-02-17,32079,581,28823,2675
Russia,Tyumen Oblast,2021-02-17,30329,268,28501,1560
Russia,Tyva Republic,2021-02-17,15596,191,14473,932
Russia,Udmurt Republic,2021-02-17,27195,575,23890,2730
Russia,Ulyanovsk Oblast,2021-02-17,46401,729,43018,2654
Russia,Vladimir Oblast,2021-02-17,25969,793,23003,2173
Russia,Volgograd Oblast,2021-02-17,47180,707,45098,1375
Russia,Vologda Oblast,2021-02-17,37126,726,32412,3988
Russia,Voronezh Oblast,2021-02-17,64411,1804,58111,4496
Russia,Yamalo-Nenets Autonomous Okrug,2021-02-17,36620,393,34192,2035
Russia,Yaroslavl Oblast,2021-02-17,31111,361,29327,1423
Russia,Zabaykalsky Krai,2021-02-17,37341,508,35504,1329
Russia,Adygea Republic,2021-02-18,13639,139,11883,1617
Russia,Altai Krai,2021-02-18,42104,1407,37685,3012
Russia,Altai Republic,2021-02-18,15992,143,15533,316
Russia,Amur Oblast,2021-02-18,20554,157,18956,1441
Russia,Arkhangelsk Oblast,2021-02-18,55136,579,49181,5376
Russia,Astrakhan Oblast,2021-02-18,27138,534,17826,8778
Russia,Bashkortostan Republic,2021-02-18,27146,241,21431,5474
Russia,Belgorod Oblast,2021-02-18,30341,461,27454,2426
Russia,Bryansk Oblast,2021-02-18,31839,250,30762,827
Russia,Buryatia Republic,2021-02-18,32600,697,30288,1615
Russia,Chechen Republic,2021-02-18,11180,110,10501,569
Russia,Chelyabinsk Oblast,2021-02-18,48620,937,42176,5507
Russia,Chukotka Autonomous Okrug,2021-02-18,675,4,621,50
Russia,Chuvashia Republic,2021-02-18,20842,975,19088,779
Russia,Dagestan Republic,2021-02-18,29291,1311,26864,1116
Russia,Ingushetia Republic,2021-02-18,14545,170,12674,1701
Russia,Irkutsk Oblast,2021-02-18,53267,1706,49394,2167
Russia,Ivanovo Oblast,2021-02-18,29524,873,27080,1571
Russia,Jewish Autonomous Okrug,2021-02-18,4286,117,4081,88
Russia,Kabardino-Balkarian Republic,2021-02-18,20255,358,18928,969
Russia,Kaliningrad Oblast,2021-02-18,27046,233,24360,2453
Russia,Kalmykia Republic,2021-02-18,18563,285,17494,784
Russia,Kaluga Oblast,2021-02-18,28611,244,26296,2071
Russia,Kamchatka Krai,2021-02-18,13146,118,11651,1377
Russia,Karachay-Cherkess Republic,2021-02-18,18617,60,16914,1643
Russia,Karelia Republic,2021-02-18,39381,279,34991,4111
Russia,Kemerovo Oblast,2021-02-18,30965,550,29943,472
Russia,Khabarovsk Krai,2021-02-18,47997,275,44554,3168
Russia,Khakassia Republic,2021-02-18,21094,433,19719,942
Russia,Khanty-Mansi Autonomous Okrug,2021-02-18,50220,718,47852,1650
Russia,Kirov Oblast,2021-02-18,35176,284,29975,4917
Russia,Komi Republic,2021-02-18,38621,735,37332,554
Russia,Kostroma Oblast,2021-02-18,17978,337,14978,2663
Russia,Krasnodar Krai,2021-02-18,36849,1775,30203,4871
Russia,Krasnoyarsk Krai,2021-02-18,60868,2670,56125,2073
Russia,Kurgan Oblast,2021-02-18,16871,272,14940,1659
Russia,Kursk Oblast,2021-02-18,29282,424,25970,2888
Russia,Leningrad Oblast,2021-02-18,34346,548,30970,2828
Russia,Lipetsk Oblast,2021-02-18,23487,411,19714,3362
Russia,Magadan Oblast,2021-02-18,8080,94,7735,251
Russia,Mari El Republic,2021-02-18,11424,163,10115,1146
Russia,Mordovia Republic,2021-02-18,17269,152,15138,1979
Russia,Moscow,2021-02-18,962637,14578,878655,69404
Russia,Moscow Oblast,2021-02-18,207522,4358,169420,33744
Russia,Murmansk Oblast,2021-02-18,45780,904,43512,1364
Russia,Nenets Autonomous Okrug,2021-02-18,992,3,860,129
Russia,Nizhny Novgorod Oblast,2021-02-18,92554,2337,84547,5670
Russia,North Ossetia - Alania Republic,2021-02-18,15362,147,13882,1333
Russia,Novgorod Oblast,2021-02-18,26290,113,22723,3454
Russia,Novosibirsk Oblast,2021-02-18,34558,1361,32145,1052
Russia,Omsk Oblast,2021-02-18,39895,1169,36478,2248
Russia,Orel Oblast,2021-02-18,29324,415,26276,2633
Russia,Orenburg Oblast,2021-02-18,36621,560,33136,2925
Russia,Penza Oblast,2021-02-18,36471,421,30468,5582
Russia,Perm Krai,2021-02-18,44635,1631,36800,6204
Russia,Primorsky Krai,2021-02-18,39362,605,32517,6240
Russia,Pskov Oblast,2021-02-18,30993,161,20173,10659
Russia,Rostov Oblast,2021-02-18,70006,2994,60193,6819
Russia,Ryazan Oblast,2021-02-18,23693,272,21731,1690
Russia,Saint Petersburg,2021-02-18,357475,10639,278250,68586
Russia,Sakha (Yakutiya) Republic,2021-02-18,32074,511,30056,1507
Russia,Sakhalin Oblast,2021-02-18,21029,32,19727,1270
Russia,Samara Oblast,2021-02-18,45694,900,41954,2840
Russia,Saratov Oblast,2021-02-18,47420,615,42393,4412
Russia,Smolensk Oblast,2021-02-18,25284,551,22672,2061
Russia,Stavropol Krai,2021-02-18,46197,1023,41780,3394
Russia,Sverdlovsk Oblast,2021-02-18,75705,2268,68564,4873
Russia,Tambov Oblast,2021-02-18,25031,318,22906,1807
Russia,Tatarstan Republic,2021-02-18,17427,307,13992,3128
Russia,Tomsk Oblast,2021-02-18,29680,294,27546,1840
Russia,Tula Oblast,2021-02-18,31743,1168,29352,1223
Russia,Tver Oblast,2021-02-18,32236,587,29031,2618
Russia,Tyumen Oblast,2021-02-18,30424,268,28603,1553
Russia,Tyva Republic,2021-02-18,15597,193,14479,925
Russia,Udmurt Republic,2021-02-18,27287,578,23986,2723
Russia,Ulyanovsk Oblast,2021-02-18,46525,737,43145,2643
Russia,Vladimir Oblast,2021-02-18,26107,801,23142,2164
Russia,Volgograd Oblast,2021-02-18,47384,713,45299,1372
Russia,Vologda Oblast,2021-02-18,37348,733,32780,3835
Russia,Voronezh Oblast,2021-02-18,64756,1824,58478,4454
Russia,Yamalo-Nenets Autonomous Okrug,2021-02-18,36670,394,34293,1983
Russia,Yaroslavl Oblast,2021-02-18,31274,365,29510,1399
Russia,Zabaykalsky Krai,2021-02-18,37480,510,35722,1248
Russia,Adygea Republic,2021-02-19,13660,139,11915,1606
Russia,Altai Krai,2021-02-19,42256,1416,37753,3087
Russia,Altai Republic,2021-02-19,16032,145,15581,306
Russia,Amur Oblast,2021-02-19,20598,159,19002,1437
Russia,Arkhangelsk Oblast,2021-02-19,55310,579,49376,5355
Russia,Astrakhan Oblast,2021-02-19,27267,537,18093,8637
Russia,Bashkortostan Republic,2021-02-19,27298,245,21672,5381
Russia,Belgorod Oblast,2021-02-19,30476,464,27632,2380
Russia,Bryansk Oblast,2021-02-19,31956,250,30924,782
Russia,Buryatia Republic,2021-02-19,32705,698,30435,1572
Russia,Chechen Republic,2021-02-19,11192,111,10527,554
Russia,Chelyabinsk Oblast,2021-02-19,48858,942,42494,5422
Russia,Chukotka Autonomous Okrug,2021-02-19,677,4,625,48
Russia,Chuvashia Republic,2021-02-19,20899,981,19144,774
Russia,Dagestan Republic,2021-02-19,29351,1316,26945,1090
Russia,Ingushetia Republic,2021-02-19,14574,170,12744,1660
Russia,Irkutsk Oblast,2021-02-19,53514,1714,49778,2022
Russia,Ivanovo Oblast,2021-02-19,29650,879,27292,1479
Russia,Jewish Autonomous Okrug,2021-02-19,4290,118,4088,84
Russia,Kabardino-Balkarian Republic,2021-02-19,20331,358,19003,970
Russia,Kaliningrad Oblast,2021-02-19,27177,233,24494,2450
Russia,Kalmykia Republic,2021-02-19,18609,287,17545,777
Russia,Kaluga Oblast,2021-02-19,28742,245,26429,2068
Russia,Kamchatka Krai,2021-02-19,13185,118,11705,1362
Russia,Karachay-Cherkess Republic,2021-02-19,18667,60,16950,1657
Russia,Karelia Republic,2021-02-19,39543,282,35177,4084
Russia,Kemerovo Oblast,2021-02-19,31035,551,30032,452
Russia,Khabarovsk Krai,2021-02-19,48112,276,44728,3108
Russia,Khakassia Republic,2021-02-19,21123,437,19789,897
Russia,Khanty-Mansi Autonomous Okrug,2021-02-19,50355,722,48015,1618
Russia,Kirov Oblast,2021-02-19,35312,285,30114,4913
Russia,Komi Republic,2021-02-19,38702,738,37424,540
Russia,Kostroma Oblast,2021-02-19,18022,340,15071,2611
Russia,Krasnodar Krai,2021-02-19,37014,1791,30542,4681
Russia,Krasnoyarsk Krai,2021-02-19,61040,2684,56313,2043
Russia,Kurgan Oblast,2021-02-19,16952,279,15022,1651
Russia,Kursk Oblast,2021-02-19,29433,430,26124,2879
Russia,Leningrad Oblast,2021-02-19,34534,559,31159,2816
Russia,Lipetsk Oblast,2021-02-19,23614,414,19950,3250
Russia,Magadan Oblast,2021-02-19,8089,94,7750,245
Russia,Mari El Republic,2021-02-19,11461,165,10154,1142
Russia,Mordovia Republic,2021-02-19,17331,153,15229,1949
Russia,Moscow,2021-02-19,964609,14631,880767,69211
Russia,Moscow Oblast,2021-02-19,208209,4393,170018,33798
Russia,Murmansk Oblast,2021-02-19,45901,909,43678,1314
Russia,Nenets Autonomous Okrug,2021-02-19,997,3,867,127
Russia,Nizhny Novgorod Oblast,2021-02-19,92970,2349,84988,5633
Russia,North Ossetia - Alania Republic,2021-02-19,15401,147,13924,1330
Russia,Novgorod Oblast,2021-02-19,26392,113,22829,3450
Russia,Novosibirsk Oblast,2021-02-19,34676,1368,32226,1082
Russia,Omsk Oblast,2021-02-19,40003,1174,36589,2240
Russia,Orel Oblast,2021-02-19,29428,418,26385,2625
Russia,Orenburg Oblast,2021-02-19,36731,565,33305,2861
Russia,Penza Oblast,2021-02-19,36664,424,30869,5371
Russia,Perm Krai,2021-02-19,44878,1640,37069,6169
Russia,Primorsky Krai,2021-02-19,39474,607,32821,6046
Russia,Pskov Oblast,2021-02-19,31108,163,20423,10522
Russia,Rostov Oblast,2021-02-19,70326,3017,60542,6767
Russia,Ryazan Oblast,2021-02-19,23778,275,21818,1685
Russia,Saint Petersburg,2021-02-19,358562,10686,281926,65950
Russia,Sakha (Yakutiya) Republic,2021-02-19,32132,511,30106,1515
Russia,Sakhalin Oblast,2021-02-19,21092,33,19800,1259
Russia,Samara Oblast,2021-02-19,45986,900,42244,2842
Russia,Saratov Oblast,2021-02-19,47640,619,42642,4379
Russia,Smolensk Oblast,2021-02-19,25406,559,22899,1948
Russia,Stavropol Krai,2021-02-19,46357,1029,41974,3354
Russia,Sverdlovsk Oblast,2021-02-19,75921,2281,68794,4846
Russia,Tambov Oblast,2021-02-19,25159,321,23044,1794
Russia,Tatarstan Republic,2021-02-19,17486,310,14095,3081
Russia,Tomsk Oblast,2021-02-19,29744,299,27607,1838
Russia,Tula Oblast,2021-02-19,31881,1176,29495,1210
Russia,Tver Oblast,2021-02-19,32390,593,29237,2560
Russia,Tyumen Oblast,2021-02-19,30515,269,28692,1554
Russia,Tyva Republic,2021-02-19,15600,193,14484,923
Russia,Udmurt Republic,2021-02-19,27379,582,24079,2718
Russia,Ulyanovsk Oblast,2021-02-19,46648,745,43270,2633
Russia,Vladimir Oblast,2021-02-19,26242,809,23275,2158
Russia,Volgograd Oblast,2021-02-19,47585,718,45497,1370
Russia,Vologda Oblast,2021-02-19,37568,741,33139,3688
Russia,Voronezh Oblast,2021-02-19,65097,1835,58834,4428
Russia,Yamalo-Nenets Autonomous Okrug,2021-02-19,36718,394,34387,1937
Russia,Yaroslavl Oblast,2021-02-19,31435,369,29688,1378
Russia,Zabaykalsky Krai,2021-02-19,37615,512,35946,1157
Russia,Adygea Republic,2021-02-20,13679,141,11943,1595
Russia,Altai Krai,2021-02-20,42407,1425,37890,3092
Russia,Altai Republic,2021-02-20,16064,146,15634,284
Russia,Amur Oblast,2021-02-20,20644,162,19050,1432
Russia,Arkhangelsk Oblast,2021-02-20,55481,595,49567,5319
Russia,Astrakhan Oblast,2021-02-20,27393,541,18372,8480
Russia,Bashkortostan Republic,2021-02-20,27446,248,21864,5334
Russia,Belgorod Oblast,2021-02-20,30605,468,27863,2274
Russia,Bryansk Oblast,2021-02-20,32067,250,31080,737
Russia,Buryatia Republic,2021-02-20,32808,700,30590,1518
Russia,Chechen Republic,2021-02-20,11206,111,10549,546
Russia,Chelyabinsk Oblast,2021-02-20,49091,950,42792,5349
Russia,Chukotka Autonomous Okrug,2021-02-20,679,4,630,45
Russia,Chuvashia Republic,2021-02-20,20959,986,19203,770
Russia,Dagestan Republic,2021-02-20,29411,1320,27020,1071
Russia,Ingushetia Republic,2021-02-20,14600,171,12804,1625
Russia,Irkutsk Oblast,2021-02-20,53759,1721,50107,1931
Russia,Ivanovo Oblast,2021-02-20,29772,884,27536,1352
Russia,Jewish Autonomous Okrug,2021-02-20,4293,118,4091,84
Russia,Kabardino-Balkarian Republic,2021-02-20,20407,359,19078,970
Russia,Kaliningrad Oblast,2021-02-20,27306,233,24626,2447
Russia,Kalmykia Republic,2021-02-20,18659,288,17596,775
Russia,Kaluga Oblast,2021-02-20,28867,247,26556,2064
Russia,Kamchatka Krai,2021-02-20,13223,118,11756,1349
Russia,Karachay-Cherkess Republic,2021-02-20,18714,60,16993,1661
Russia,Karelia Republic,2021-02-20,39703,284,35378,4041
Russia,Kemerovo Oblast,2021-02-20,31103,551,30125,427
Russia,Khabarovsk Krai,2021-02-20,48223,277,44900,3046
Russia,Khakassia Republic,2021-02-20,21154,440,19840,874
Russia,Khanty-Mansi Autonomous Okrug,2021-02-20,50482,725,48158,1599
Russia,Kirov Oblast,2021-02-20,35448,286,30255,4907
Russia,Komi Republic,2021-02-20,38788,740,37540,508
Russia,Kostroma Oblast,2021-02-20,18074,342,15132,2600
Russia,Krasnodar Krai,2021-02-20,37176,1807,30908,4461
Russia,Krasnoyarsk Krai,2021-02-20,61220,2695,56493,2032
Russia,Kurgan Oblast,2021-02-20,17034,286,15107,1641
Russia,Kursk Oblast,2021-02-20,29583,433,26279,2871
Russia,Leningrad Oblast,2021-02-20,34718,572,31327,2819
Russia,Lipetsk Oblast,2021-02-20,23739,418,20070,3251
Russia,Magadan Oblast,2021-02-20,8098,94,7766,238
Russia,Mari El Republic,2021-02-20,11498,165,10194,1139
Russia,Mordovia Republic,2021-02-20,17391,154,15308,1929
Russia,Moscow,2021-02-20,966232,14689,882808,68735
Russia,Moscow Oblast,2021-02-20,208899,4423,170621,33855
Russia,Murmansk Oblast,2021-02-20,46019,914,43756,1349
Russia,Nenets Autonomous Okrug,2021-02-20,998,3,875,120
Russia,Nizhny Novgorod Oblast,2021-02-20,93383,2364,85430,5589
Russia,North Ossetia - Alania Republic,2021-02-20,15440,147,13966,1327
Russia,Novgorod Oblast,2021-02-20,26490,113,22933,3444
Russia,Novosibirsk Oblast,2021-02-20,34800,1377,32305,1118
Russia,Omsk Oblast,2021-02-20,40122,1180,36711,2231
Russia,Orel Oblast,2021-02-20,29529,421,26490,2618
Russia,Orenburg Oblast,2021-02-20,36838,571,33469,2798
Russia,Penza Oblast,2021-02-20,36854,426,31335,5093
Russia,Perm Krai,2021-02-20,45118,1647,37372,6099
Russia,Primorsky Krai,2021-02-20,39586,610,33146,5830
Russia,Pskov Oblast,2021-02-20,31199,165,20526,10508
Russia,Rostov Oblast,2021-02-20,70641,3032,60879,6730
Russia,Ryazan Oblast,2021-02-20,23867,278,21904,1685
Russia,Saint Petersburg,2021-02-20,359654,10738,284622,64294
Russia,Sakha (Yakutiya) Republic,2021-02-20,32184,512,30424,1248
Russia,Sakhalin Oblast,2021-02-20,21149,33,19864,1252
Russia,Samara Oblast,2021-02-20,46276,900,42533,2843
Russia,Saratov Oblast,2021-02-20,47859,622,42882,4355
Russia,Smolensk Oblast,2021-02-20,25519,568,23084,1867
Russia,Stavropol Krai,2021-02-20,46509,1035,42205,3269
Russia,Sverdlovsk Oblast,2021-02-20,76140,2292,69026,4822
Russia,Tambov Oblast,2021-02-20,25287,323,23160,1804
Russia,Tatarstan Republic,2021-02-20,17543,313,14163,3067
Russia,Tomsk Oblast,2021-02-20,29814,299,27690,1825
Russia,Tula Oblast,2021-02-20,32016,1185,29641,1190
Russia,Tver Oblast,2021-02-20,32543,599,29440,2504
Russia,Tyumen Oblast,2021-02-20,30609,273,28784,1552
Russia,Tyva Republic,2021-02-20,15605,193,14492,920
Russia,Udmurt Republic,2021-02-20,27473,588,24174,2711
Russia,Ulyanovsk Oblast,2021-02-20,46772,753,43397,2622
Russia,Vladimir Oblast,2021-02-20,26378,816,23409,2153
Russia,Volgograd Oblast,2021-02-20,47782,725,45690,1367
Russia,Vologda Oblast,2021-02-20,37785,749,33479,3557
Russia,Voronezh Oblast,2021-02-20,65434,1843,59185,4406
Russia,Yamalo-Nenets Autonomous Okrug,2021-02-20,36765,395,34478,1892
Russia,Yaroslavl Oblast,2021-02-20,31597,374,29865,1358
Russia,Zabaykalsky Krai,2021-02-20,37744,514,36131,1099
Russia,Adygea Republic,2021-02-21,13694,144,11974,1576
Russia,Altai Krai,2021-02-21,42555,1436,38048,3071
Russia,Altai Republic,2021-02-21,16090,146,15669,275
Russia,Amur Oblast,2021-02-21,20692,163,19104,1425
Russia,Arkhangelsk Oblast,2021-02-21,55650,613,49743,5294
Russia,Astrakhan Oblast,2021-02-21,27518,545,18665,8308
Russia,Bashkortostan Republic,2021-02-21,27593,252,21936,5405
Russia,Belgorod Oblast,2021-02-21,30724,470,27909,2345
Russia,Bryansk Oblast,2021-02-21,32177,250,31235,692
Russia,Buryatia Republic,2021-02-21,32915,702,30719,1494
Russia,Chechen Republic,2021-02-21,11218,111,10578,529
Russia,Chelyabinsk Oblast,2021-02-21,49322,957,43072,5293
Russia,Chukotka Autonomous Okrug,2021-02-21,680,4,636,40
Russia,Chuvashia Republic,2021-02-21,21015,991,19252,772
Russia,Dagestan Republic,2021-02-21,29465,1325,27091,1049
Russia,Ingushetia Republic,2021-02-21,14618,171,12854,1593
Russia,Irkutsk Oblast,2021-02-21,54005,1728,50419,1858
Russia,Ivanovo Oblast,2021-02-21,29887,890,27740,1257
Russia,Jewish Autonomous Okrug,2021-02-21,4297,118,4093,86
Russia,Kabardino-Balkarian Republic,2021-02-21,20481,361,19149,971
Russia,Kaliningrad Oblast,2021-02-21,27440,233,24763,2444
Russia,Kalmykia Republic,2021-02-21,18706,289,17645,772
Russia,Kaluga Oblast,2021-02-21,28990,247,26677,2066
Russia,Kamchatka Krai,2021-02-21,13261,118,11802,1341
Russia,Karachay-Cherkess Republic,2021-02-21,18759,61,17035,1663
Russia,Karelia Republic,2021-02-21,39864,287,35594,3983
Russia,Kemerovo Oblast,2021-02-21,31172,552,30222,398
Russia,Khabarovsk Krai,2021-02-21,48326,278,45069,2979
Russia,Khakassia Republic,2021-02-21,21181,443,19853,885
Russia,Khanty-Mansi Autonomous Okrug,2021-02-21,50611,727,48290,1594
Russia,Kirov Oblast,2021-02-21,35585,287,30399,4899
Russia,Komi Republic,2021-02-21,38870,742,37654,474
Russia,Kostroma Oblast,2021-02-21,18128,342,15201,2585
Russia,Krasnodar Krai,2021-02-21,37340,1824,31249,4267
Russia,Krasnoyarsk Krai,2021-02-21,61395,2707,56665,2023
Russia,Kurgan Oblast,2021-02-21,17114,293,15190,1631
Russia,Kursk Oblast,2021-02-21,29735,433,26433,2869
Russia,Leningrad Oblast,2021-02-21,34903,583,31469,2851
Russia,Lipetsk Oblast,2021-02-21,23861,418,20186,3257
Russia,Magadan Oblast,2021-02-21,8105,94,7778,233
Russia,Mari El Republic,2021-02-21,11536,165,10236,1135
Russia,Mordovia Republic,2021-02-21,17453,154,15385,1914
Russia,Moscow,2021-02-21,967834,14741,884615,68478
Russia,Moscow Oblast,2021-02-21,209634,4452,171222,33960
Russia,Murmansk Oblast,2021-02-21,46128,918,43918,1292
Russia,Nenets Autonomous Okrug,2021-02-21,1001,3,882,116
Russia,Nizhny Novgorod Oblast,2021-02-21,93794,2372,85868,5554
Russia,North Ossetia - Alania Republic,2021-02-21,15478,147,14009,1322
Russia,Novgorod Oblast,2021-02-21,26585,113,23038,3434
Russia,Novosibirsk Oblast,2021-02-21,34928,1383,32356,1189
Russia,Omsk Oblast,2021-02-21,40218,1180,36813,2225
